"input" "reason" "matches" "symbol" "organism.shortName" "name" "length" "secondaryIdentifier" "primaryIdentifier" "class"
"YGR185C" "MATCH" "1" "TYS1" "S. cerevisiae" "TYrosyl-tRNA Synthetase" "1185" "YGR185C" "S000003417" "ORF"
"YNL220W" "MATCH" "1" "ADE12" "S. cerevisiae" "ADEnine requiring" "1302" "YNL220W" "S000005164" "ORF"
"YOR126C" "MATCH" "1" "IAH1" "S. cerevisiae" "Isoamyl Acetate-Hydrolyzing esterase" "717" "YOR126C" "S000005652" "ORF"
"YKL174C" "MATCH" "1" "TPO5" "S. cerevisiae" "Transporter of POlyamines" "1857" "YKL174C" "S000001657" "ORF"
"YJR049C" "MATCH" "1" "UTR1" "S. cerevisiae" "Unidentified TRanscript" "1593" "YJR049C" "S000003810" "ORF"
"YMR300C" "MATCH" "1" "ADE4" "S. cerevisiae" "ADEnine requiring" "1533" "YMR300C" "S000004915" "ORF"
"YLR189C" "MATCH" "1" "ATG26" "S. cerevisiae" "AuTophaGy related" "3597" "YLR189C" "S000004179" "ORF"
"YPL274W" "MATCH" "1" "SAM3" "S. cerevisiae" "S-AdenosylMethionine metabolism" "1764" "YPL274W" "S000006195" "ORF"
"YKL088W" "MATCH" "1" "CAB3" "S. cerevisiae" "Coenzyme A Biosynthesis" "1716" "YKL088W" "S000001571" "ORF"
"YCR028C" "MATCH" "1" "FEN2" "S. cerevisiae" "FENpropimorph resistance" "1539" "YCR028C" "S000000623" "ORF"
"YJR133W" "MATCH" "1" "XPT1" "S. cerevisiae" "Xanthine Phosphoribosyl Transferase" "630" "YJR133W" "S000003894" "ORF"
"YHR018C" "MATCH" "1" "ARG4" "S. cerevisiae" "ARGinine requiring" "1392" "YHR018C" "S000001060" "ORF"
"YPL189W" "MATCH" "1" "GUP2" "S. cerevisiae" "Glycerol UPtake" "1830" "YPL189W" "S000006110" "ORF"
"YJR048W" "MATCH" "1" "CYC1" "S. cerevisiae" "CYtochrome C" "330" "YJR048W" "S000003809" "ORF"
"YNL267W" "MATCH" "1" "PIK1" "S. cerevisiae" "Phosphatidyl Inositol Kinase" "3201" "YNL267W" "S000005211" "ORF"
"YBR085W" "MATCH" "1" "AAC3" "S. cerevisiae" "ADP/ATP Carrier" "924" "YBR085W" "S000000289" "ORF"
"YDR513W" "MATCH" "1" "GRX2" "S. cerevisiae" "GlutaRedoXin" "432" "YDR513W" "S000002921" "ORF"
"YJR025C" "MATCH" "1" "BNA1" "S. cerevisiae" "Biosynthesis of Nicotinic Acid" "534" "YJR025C" "S000003786" "ORF"
"YGL245W" "MATCH" "1" "GUS1" "S. cerevisiae" "GlUtamyl-tRNA Synthetase" "2127" "YGL245W" "S000003214" "ORF"
"YPR081C" "MATCH" "1" "GRS2" "S. cerevisiae" "Glycyl-tRNA Synthase" "1857" "YPR081C" "S000006285" "ORF"
"YOR125C" "MATCH" "1" "CAT5" "S. cerevisiae" "CATabolite repression" "702" "YOR125C" "S000005651" "ORF"
"YDR297W" "MATCH" "1" "SUR2" "S. cerevisiae" "SUppressor of Rvs161 and rvs167 mutations" "1050" "YDR297W" "S000002705" "ORF"
"YNL270C" "MATCH" "1" "ALP1" "S. cerevisiae" "" "1722" "YNL270C" "S000005214" "ORF"
"YOR273C" "MATCH" "1" "TPO4" "S. cerevisiae" "Transporter of POlyamines" "1980" "YOR273C" "S000005799" "ORF"
"YLR133W" "MATCH" "1" "CKI1" "S. cerevisiae" "Choline KInase" "1749" "YLR133W" "S000004123" "ORF"
"YGR171C" "MATCH" "1" "MSM1" "S. cerevisiae" "Mitochondrial aminoacyl-tRNA Synthetase, Methionine" "1728" "YGR171C" "S000003403" "ORF"
"YOR163W" "MATCH" "1" "DDP1" "S. cerevisiae" "Diadenosine and Diphosphoinositol Polyphosphate phosphohydrolase" "567" "YOR163W" "S000005689" "ORF"
"YKR053C" "MATCH" "1" "YSR3" "S. cerevisiae" "Yeast Sphingolipid Resistance" "1215" "YKR053C" "S000001761" "ORF"
"YDR298C" "MATCH" "1" "ATP5" "S. cerevisiae" "ATP synthase" "639" "YDR298C" "S000002706" "ORF"
"YHR144C" "MATCH" "1" "DCD1" "S. cerevisiae" "dCMP Deaminase" "939" "YHR144C" "S000001187" "ORF"
"YPR113W" "MATCH" "1" "PIS1" "S. cerevisiae" "Phosphatidyl Inositol Synthase" "663" "YPR113W" "S000006317" "ORF"
"YLR158C" "MATCH" "1" "ASP3-3" "S. cerevisiae" "ASParaginase" "1089" "YLR158C" "S000004148" "ORF"
"YGR170W" "MATCH" "1" "PSD2" "S. cerevisiae" "PhosphatidylSerine Decarboxylase" "3417" "YGR170W" "S000003402" "ORF"
"YHL003C" "MATCH" "1" "LAG1" "S. cerevisiae" "Longevity Assurance Gene" "1236" "YHL003C" "S000000995" "ORF"
"YKL132C" "MATCH" "1" "RMA1" "S. cerevisiae" "Reduced Mating A" "1293" "YKL132C" "S000001615" "ORF"
"YOR054C" "MATCH" "1" "VHS3" "S. cerevisiae" "Viable in a Hal3 Sit4 background" "2025" "YOR054C" "S000005580" "ORF"
"YOL049W" "MATCH" "1" "GSH2" "S. cerevisiae" "Glutathione" "1476" "YOL049W" "S000005409" "ORF"
"YNL292W" "MATCH" "1" "PUS4" "S. cerevisiae" "PseudoUridine Synthase" "1212" "YNL292W" "S000005236" "ORF"
"YPR002W" "MATCH" "1" "PDH1" "S. cerevisiae" "prpD Homolog" "1551" "YPR002W" "S000006206" "ORF"
"YGL187C" "MATCH" "1" "COX4" "S. cerevisiae" "Cytochrome c OXidase" "468" "YGL187C" "S000003155" "ORF"
"YHR011W" "MATCH" "1" "DIA4" "S. cerevisiae" "Digs Into Agar" "1341" "YHR011W" "S000001053" "ORF"
"YBR205W" "MATCH" "1" "KTR3" "S. cerevisiae" "Kre Two Related" "1215" "YBR205W" "S000000409" "ORF"
"YLR134W" "MATCH" "1" "PDC5" "S. cerevisiae" "Pyruvate DeCarboxylase" "1692" "YLR134W" "S000004124" "ORF"
"YJL097W" "MATCH" "1" "PHS1" "S. cerevisiae" "PTPLA Homolog involved in Sphingolipid biosynthesis 1" "654" "YJL097W" "S000003633" "ORF"
"YGR087C" "MATCH" "1" "PDC6" "S. cerevisiae" "Pyruvate DeCarboxylase" "1692" "YGR087C" "S000003319" "ORF"
"YIR029W" "MATCH" "1" "DAL2" "S. cerevisiae" "Degradation of Allantoin" "1032" "YIR029W" "S000001468" "ORF"
"YMR108W" "MATCH" "1" "ILV2" "S. cerevisiae" "IsoLeucine-plus-Valine requiring" "2064" "YMR108W" "S000004714" "ORF"
"YMR217W" "MATCH" "1" "GUA1" "S. cerevisiae" "GUanine Auxotroph" "1578" "YMR217W" "S000004830" "ORF"
"YLR377C" "MATCH" "1" "FBP1" "S. cerevisiae" "Fructose-1,6-BisPhosphatase" "1047" "YLR377C" "S000004369" "ORF"
"YCL052C" "MATCH" "1" "PBN1" "S. cerevisiae" "Protease B Non-derepressible" "1251" "YCL052C" "S000000557" "ORF"
"YDR272W" "MATCH" "1" "GLO2" "S. cerevisiae" "GLyOxalase" "825" "YDR272W" "S000002680" "ORF"
"YPR006C" "MATCH" "1" "ICL2" "S. cerevisiae" "IsoCitrate Lyase" "1728" "YPR006C" "S000006210" "ORF"
"YMR303C" "MATCH" "1" "ADH2" "S. cerevisiae" "Alcohol DeHydrogenase" "1047" "YMR303C" "S000004918" "ORF"
"YAR015W" "MATCH" "1" "ADE1" "S. cerevisiae" "ADEnine requiring" "921" "YAR015W" "S000000070" "ORF"
"YPL104W" "MATCH" "1" "MSD1" "S. cerevisiae" "Mitochondrial aminoacyl-tRNA Synthetase, Aspartate (D)" "1977" "YPL104W" "S000006025" "ORF"
"YNL073W" "MATCH" "1" "MSK1" "S. cerevisiae" "Mitochondrial aminoacyl-tRNA Synthetase, lysine (K)" "1731" "YNL073W" "S000005017" "ORF"
"YGL077C" "MATCH" "1" "HNM1" "S. cerevisiae" "Hyper-resistance to Nitrogen Mustard" "1692" "YGL077C" "S000003045" "ORF"
"YGL186C" "MATCH" "1" "TPN1" "S. cerevisiae" "Transport of PyridoxiNe" "1740" "YGL186C" "S000003154" "ORF"
"YKL067W" "MATCH" "1" "YNK1" "S. cerevisiae" "Yeast Nucleoside diphosphate Kinase" "462" "YKL067W" "S000001550" "ORF"
"YDL022W" "MATCH" "1" "GPD1" "S. cerevisiae" "Glycerol-3-Phosphate Dehydrogenase" "1176" "YDL022W" "S000002180" "ORF"
"YGR193C" "MATCH" "1" "PDX1" "S. cerevisiae" "Pyruvate Dehydrogenase complex protein X" "1233" "YGR193C" "S000003425" "ORF"
"YDL131W" "MATCH" "1" "LYS21" "S. cerevisiae" "LYSine" "1323" "YDL131W" "S000002289" "ORF"
"YER003C" "MATCH" "1" "PMI40" "S. cerevisiae" "PhosphoMannose Isomerase" "1383" "YER003C" "S000000805" "ORF"
"YKR031C" "MATCH" "1" "SPO14" "S. cerevisiae" "SPOrulation" "5052" "YKR031C" "S000001739" "ORF"
"YDR058C" "MATCH" "1" "TGL2" "S. cerevisiae" "TriacylGlycerol Lipase" "981" "YDR058C" "S000002465" "ORF"
"YLR240W" "MATCH" "1" "VPS34" "S. cerevisiae" "Vacuolar Protein Sorting" "2628" "YLR240W" "S000004230" "ORF"
"YOR270C" "MATCH" "1" "VPH1" "S. cerevisiae" "Vacuolar pH" "2523" "YOR270C" "S000005796" "ORF"
"YPR138C" "MATCH" "1" "MEP3" "S. cerevisiae" "" "1470" "YPR138C" "S000006342" "ORF"
"YIL107C" "MATCH" "1" "PFK26" "S. cerevisiae" "6-PhosphoFructo-2-Kinase" "2484" "YIL107C" "S000001369" "ORF"
"YHR037W" "MATCH" "1" "PUT2" "S. cerevisiae" "Proline UTilization" "1728" "YHR037W" "S000001079" "ORF"
"YGR061C" "MATCH" "1" "ADE6" "S. cerevisiae" "ADEnine requiring" "4077" "YGR061C" "S000003293" "ORF"
"YOR099W" "MATCH" "1" "KTR1" "S. cerevisiae" "Kre Two Related" "1182" "YOR099W" "S000005625" "ORF"
"YOR184W" "MATCH" "1" "SER1" "S. cerevisiae" "SERine requiring" "1188" "YOR184W" "S000005710" "ORF"
"YBR204C" "MATCH" "1" "LDH1" "S. cerevisiae" "Lipid Droplet Hydrolase" "1128" "YBR204C" "S000000408" "ORF"
"YDR384C" "MATCH" "1" "ATO3" "S. cerevisiae" "Ammonia (Ammonium) Transport Outward" "828" "YDR384C" "S000002792" "ORF"
"YHR039C-A" "MATCH" "1" "VMA10" "S. cerevisiae" "" "507" "YHR039C-A" "S000002100" "ORF"
"YGR194C" "MATCH" "1" "XKS1" "S. cerevisiae" "XyluloKinaSe" "1803" "YGR194C" "S000003426" "ORF"
"YER026C" "MATCH" "1" "CHO1" "S. cerevisiae" "CHOline requiring" "831" "YER026C" "S000000828" "ORF"
"YPL214C" "MATCH" "1" "THI6" "S. cerevisiae" "THIamine biosynthesis" "1623" "YPL214C" "S000006135" "ORF"
"YLR157C" "MATCH" "1" "ASP3-2" "S. cerevisiae" "ASParaginase" "1089" "YLR157C" "S000004147" "ORF"
"YOL136C" "MATCH" "1" "PFK27" "S. cerevisiae" "6-PhosphoFructo-2-Kinase" "1194" "YOL136C" "S000005496" "ORF"
"YCL030C" "MATCH" "1" "HIS4" "S. cerevisiae" "HIStidine requiring" "2400" "YCL030C" "S000000535" "ORF"
"YGR060W" "MATCH" "1" "ERG25" "S. cerevisiae" "ERGosterol biosynthesis" "930" "YGR060W" "S000003292" "ORF"
"YJR109C" "MATCH" "1" "CPA2" "S. cerevisiae" "Carbamyl Phosphate synthetase A" "3357" "YJR109C" "S000003870" "ORF"
"YKL026C" "MATCH" "1" "GPX1" "S. cerevisiae" "Glutathione PeroXidase" "504" "YKL026C" "S000001509" "ORF"
"YHR163W" "MATCH" "1" "SOL3" "S. cerevisiae" "Suppressor Of Los1-1" "750" "YHR163W" "S000001206" "ORF"
"YDR294C" "MATCH" "1" "DPL1" "S. cerevisiae" "Dihydrosphingosine Phosphate Lyase" "1770" "YDR294C" "S000002702" "ORF"
"YDL004W" "MATCH" "1" "ATP16" "S. cerevisiae" "ATP synthase" "483" "YDL004W" "S000002162" "ORF"
"YGR192C" "MATCH" "1" "TDH3" "S. cerevisiae" "Triose-phosphate DeHydrogenase" "999" "YGR192C" "S000003424" "ORF"
"YOR142W" "MATCH" "1" "LSC1" "S. cerevisiae" "Ligase of Succinyl-CoA" "990" "YOR142W" "S000005668" "ORF"
"YPL212C" "MATCH" "1" "PUS1" "S. cerevisiae" "PseudoUridine Synthase" "1635" "YPL212C" "S000006133" "ORF"
"YLR138W" "MATCH" "1" "NHA1" "S. cerevisiae" "Na+/H+ Antiporter" "2958" "YLR138W" "S000004128" "ORF"
"YKR072C" "MATCH" "1" "SIS2" "S. cerevisiae" "SIt4 Suppressor" "1689" "YKR072C" "S000001780" "ORF"
"YDL247W" "MATCH" "1" "MPH2" "S. cerevisiae" "Maltose Permease Homolog" "1830" "YDL247W" "S000002406" "ORF"
"YOR143C" "MATCH" "1" "THI80" "S. cerevisiae" "THIamine metabolism" "960" "YOR143C" "S000005669" "ORF"
"YDR074W" "MATCH" "1" "TPS2" "S. cerevisiae" "Trehalose-6-Phosphate Synthase/phosphatase" "2691" "YDR074W" "S000002481" "ORF"
"YGR191W" "MATCH" "1" "HIP1" "S. cerevisiae" "HIstidine Permease" "1812" "YGR191W" "S000003423" "ORF"
"YAR035W" "MATCH" "1" "YAT1" "S. cerevisiae" "" "2064" "YAR035W" "S000000080" "ORF"
"YKL024C" "MATCH" "1" "URA6" "S. cerevisiae" "URAcil requiring" "615" "YKL024C" "S000001507" "ORF"
"YLR354C" "MATCH" "1" "TAL1" "S. cerevisiae" "TransALdolase" "1008" "YLR354C" "S000004346" "ORF"
"YOR360C" "MATCH" "1" "PDE2" "S. cerevisiae" "PhosphoDiEsterase" "1581" "YOR360C" "S000005887" "ORF"
"YGL142C" "MATCH" "1" "GPI10" "S. cerevisiae" "GlycosylPhosphatidylInositol anchor biosynthesis" "1851" "YGL142C" "S000003110" "ORF"
"YDL245C" "MATCH" "1" "HXT15" "S. cerevisiae" "HeXose Transporter" "1704" "YDL245C" "S000002404" "ORF"
"YPL015C" "MATCH" "1" "HST2" "S. cerevisiae" "Homolog of SIR Two (SIR2)" "1074" "YPL015C" "S000005936" "ORF"
"YPL148C" "MATCH" "1" "PPT2" "S. cerevisiae" "Phosphopantetheine:Protein Transferase" "522" "YPL148C" "S000006069" "ORF"
"YLR027C" "MATCH" "1" "AAT2" "S. cerevisiae" "Aspartate AminoTransferase" "1257" "YLR027C" "S000004017" "ORF"
"YLR245C" "MATCH" "1" "CDD1" "S. cerevisiae" "CytiDine Deaminase" "429" "YLR245C" "S000004235" "ORF"
"YDR380W" "MATCH" "1" "ARO10" "S. cerevisiae" "AROmatic amino acid requiring" "1908" "YDR380W" "S000002788" "ORF"
"YKL001C" "MATCH" "1" "MET14" "S. cerevisiae" "METhionine requiring" "609" "YKL001C" "S000001484" "ORF"
"YJR105W" "MATCH" "1" "ADO1" "S. cerevisiae" "ADenOsine kinase" "1023" "YJR105W" "S000003866" "ORF"
"YKR097W" "MATCH" "1" "PCK1" "S. cerevisiae" "Phosphoenolpyruvate CarboxyKinase" "1650" "YKR097W" "S000001805" "ORF"
"YER005W" "MATCH" "1" "YND1" "S. cerevisiae" "Yeast Nucleoside Diphosphatase" "1893" "YER005W" "S000000807" "ORF"
"YNL052W" "MATCH" "1" "COX5A" "S. cerevisiae" "Cytochrome c OXidase" "462" "YNL052W" "S000004997" "ORF"
"YPL234C" "MATCH" "1" "VMA11" "S. cerevisiae" "Vacuolar Membrane Atpase" "495" "YPL234C" "S000006155" "ORF"
"YBR208C" "MATCH" "1" "DUR1,2" "S. cerevisiae" "Degradation of URea" "5508" "YBR208C" "S000000412" "ORF"
"YPL258C" "MATCH" "1" "THI21" "S. cerevisiae" "THIamine metabolism" "1656" "YPL258C" "S000006179" "ORF"
"YLR355C" "MATCH" "1" "ILV5" "S. cerevisiae" "IsoLeucine-plus-Valine requiring" "1188" "YLR355C" "S000004347" "ORF"
"YLR028C" "MATCH" "1" "ADE16" "S. cerevisiae" "ADEnine" "1776" "YLR028C" "S000004018" "ORF"
"YGL055W" "MATCH" "1" "OLE1" "S. cerevisiae" "OLEic acid requiring" "1533" "YGL055W" "S000003023" "ORF"
"YCL050C" "MATCH" "1" "APA1" "S. cerevisiae" "AP4A phosphorylase" "966" "YCL050C" "S000000555" "ORF"
"YJL071W" "MATCH" "1" "ARG2" "S. cerevisiae" "ARGinine requiring" "1725" "YJL071W" "S000003607" "ORF"
"YOR095C" "MATCH" "1" "RKI1" "S. cerevisiae" "Ribose-5-phosphate Ketol-Isomerase" "777" "YOR095C" "S000005621" "ORF"
"YOR180C" "MATCH" "1" "DCI1" "S. cerevisiae" "delta(3,5)-delta(2,4)-Dienoyl-CoA Isomerase" "816" "YOR180C" "S000005706" "ORF"
"YOR071C" "MATCH" "1" "NRT1" "S. cerevisiae" "Nicotinamide Riboside Transporter" "1797" "YOR071C" "S000005597" "ORF"
"YBL064C" "MATCH" "1" "PRX1" "S. cerevisiae" "PeroxiRedoXin" "786" "YBL064C" "S000000160" "ORF"
"YBR244W" "MATCH" "1" "GPX2" "S. cerevisiae" "Glutathione PeroXidase" "489" "YBR244W" "S000000448" "ORF"
"YHR074W" "MATCH" "1" "QNS1" "S. cerevisiae" "glutamine (Q) dependent Nad+ Synthetase" "2145" "YHR074W" "S000001116" "ORF"
"YHR183W" "MATCH" "1" "GND1" "S. cerevisiae" "6-phosphoGlucoNateDehydrogenase" "1470" "YHR183W" "S000001226" "ORF"
"YAL023C" "MATCH" "1" "PMT2" "S. cerevisiae" "Protein O-MannosylTransferase" "2280" "YAL023C" "S000000021" "ORF"
"YBR159W" "MATCH" "1" "IFA38" "S. cerevisiae" "" "1044" "YBR159W" "S000000363" "ORF"
"YLR420W" "MATCH" "1" "URA4" "S. cerevisiae" "URAcil requiring" "1095" "YLR420W" "S000004412" "ORF"
"YOL064C" "MATCH" "1" "MET22" "S. cerevisiae" "METhionine requiring" "1074" "YOL064C" "S000005425" "ORF"
"YDR343C" "MATCH" "1" "HXT6" "S. cerevisiae" "HeXose Transporter" "1713" "YDR343C" "S000002751" "ORF"
"YBR221C" "MATCH" "1" "PDB1" "S. cerevisiae" "Pyruvate Dehydrogenase Beta subunit" "1101" "YBR221C" "S000000425" "ORF"
"YDR232W" "MATCH" "1" "HEM1" "S. cerevisiae" "HEMe biosynthesis" "1647" "YDR232W" "S000002640" "ORF"
"YDR147W" "MATCH" "1" "EKI1" "S. cerevisiae" "Ethanolamine KInase" "1605" "YDR147W" "S000002554" "ORF"
"YBR003W" "MATCH" "1" "COQ1" "S. cerevisiae" "COenzyme Q" "1422" "YBR003W" "S000000207" "ORF"
"YNL318C" "MATCH" "1" "HXT14" "S. cerevisiae" "HeXose Transporter" "1623" "YNL318C" "S000005262" "ORF"
"YAL022C" "MATCH" "1" "FUN26" "S. cerevisiae" "Function Unknown Now" "1554" "YAL022C" "S000000020" "ORF"
"YHR051W" "MATCH" "1" "COX6" "S. cerevisiae" "Cytochrome c OXidase" "447" "YHR051W" "S000001093" "ORF"
"YDR322C-A" "MATCH" "1" "TIM11" "S. cerevisiae" "Translocase of the Inner Mitochondrial membrane" "291" "YDR322C-A" "S000007255" "ORF"
"YOL065C" "MATCH" "1" "INP54" "S. cerevisiae" "INositol polyphosphate 5-Phosphatase" "1155" "YOL065C" "S000005426" "ORF"
"YDR342C" "MATCH" "1" "HXT7" "S. cerevisiae" "HeXose Transporter" "1713" "YDR342C" "S000002750" "ORF"
"YJL166W" "MATCH" "1" "QCR8" "S. cerevisiae" "ubiQuinol-cytochrome C oxidoReductase" "285" "YJL166W" "S000003702" "ORF"
"YDR148C" "MATCH" "1" "KGD2" "S. cerevisiae" "alpha-KetoGlutarate Dehydrogenase" "1392" "YDR148C" "S000002555" "ORF"
"YBR004C" "MATCH" "1" "GPI18" "S. cerevisiae" "GlycosylPhosphatidylInositol" "1302" "YBR004C" "S000000208" "ORF"
"YMR083W" "MATCH" "1" "ADH3" "S. cerevisiae" "Alcohol DeHydrogenase" "1128" "YMR083W" "S000004688" "ORF"
"YDR368W" "MATCH" "1" "YPR1" "S. cerevisiae" "Yeast Putative Reductase" "939" "YDR368W" "S000002776" "ORF"
"YDR454C" "MATCH" "1" "GUK1" "S. cerevisiae" "GUanylate Kinase" "564" "YDR454C" "S000002862" "ORF"
"YML106W" "MATCH" "1" "URA5" "S. cerevisiae" "URAcil requiring" "681" "YML106W" "S000004574" "ORF"
"YKL004W" "MATCH" "1" "AUR1" "S. cerevisiae" "AUreobasidin A Resistance" "1206" "YKL004W" "S000001487" "ORF"
"YOL066C" "MATCH" "1" "RIB2" "S. cerevisiae" "RIBoflavin biosynthesis" "1776" "YOL066C" "S000005427" "ORF"
"YIL083C" "MATCH" "1" "CAB2" "S. cerevisiae" "Coenzyme A Biosynthesis" "1098" "YIL083C" "S000001345" "ORF"
"YJL167W" "MATCH" "1" "ERG20" "S. cerevisiae" "ERGosterol biosynthesis" "1059" "YJL167W" "S000003703" "ORF"
"YDR345C" "MATCH" "1" "HXT3" "S. cerevisiae" "HeXose Transporter" "1704" "YDR345C" "S000002753" "ORF"
"YDR236C" "MATCH" "1" "FMN1" "S. cerevisiae" "FMN biosynthesis" "657" "YDR236C" "S000002644" "ORF"
"YLR201C" "MATCH" "1" "COQ9" "S. cerevisiae" "COenzyme Q" "783" "YLR201C" "S000004191" "ORF"
"Q0250" "MATCH" "1" "COX2" "S. cerevisiae" "Cytochrome c OXidase" "756" "Q0250" "S000007281" "ORF"
"YPR069C" "MATCH" "1" "SPE3" "S. cerevisiae" "SPErmidine auxotroph" "882" "YPR069C" "S000006273" "ORF"
"YDR234W" "MATCH" "1" "LYS4" "S. cerevisiae" "LYSine requiring" "2082" "YDR234W" "S000002642" "ORF"
"YDR367W" "MATCH" "1" "KEI1" "S. cerevisiae" "Kex2-cleavable protein Essential for Inositol phosphorylceramide synthesis" "767" "YDR367W" "S000002775" "ORF"
"YPR021C" "MATCH" "1" "AGC1" "S. cerevisiae" "Aspartate-Glutamate Carrier" "2709" "YPR021C" "S000006225" "ORF"
"YDR453C" "MATCH" "1" "TSA2" "S. cerevisiae" "Thiol-Specific Antioxidant" "591" "YDR453C" "S000002861" "ORF"
"YLR359W" "MATCH" "1" "ADE13" "S. cerevisiae" "ADEnine requiring" "1449" "YLR359W" "S000004351" "ORF"
"YNL316C" "MATCH" "1" "PHA2" "S. cerevisiae" "PHenylAlanine requiring" "1005" "YNL316C" "S000005260" "ORF"
"YPR020W" "MATCH" "1" "ATP20" "S. cerevisiae" "ATP synthase" "348" "YPR020W" "S000006224" "ORF"
"YKL029C" "MATCH" "1" "MAE1" "S. cerevisiae" "MAlic Enzyme" "2010" "YKL029C" "S000001512" "ORF"
"YHR162W" "MATCH" "1" "MPC2" "S. cerevisiae" "Mitochondrial Pyruvate Carrier" "390" "YHR162W" "S000001205" "ORF"
"YER119C" "MATCH" "1" "AVT6" "S. cerevisiae" "Amino acid Vacuolar Transport" "1347" "YER119C" "S000000921" "ORF"
"YCL038C" "MATCH" "1" "ATG22" "S. cerevisiae" "AuTophaGy related" "1587" "YCL038C" "S000000543" "ORF"
"YBR110W" "MATCH" "1" "ALG1" "S. cerevisiae" "Asparagine-Linked Glycosylation" "1350" "YBR110W" "S000000314" "ORF"
"YJL121C" "MATCH" "1" "RPE1" "S. cerevisiae" "Ribulose 5-Phosphate Epimerase" "717" "YJL121C" "S000003657" "ORF"
"YDR017C" "MATCH" "1" "KCS1" "S. cerevisiae" "pKC1 Suppressor" "3153" "YDR017C" "S000002424" "ORF"
"YBR026C" "MATCH" "1" "ETR1" "S. cerevisiae" "2-Enoyl Thioester Reductase" "1143" "YBR026C" "S000000230" "ORF"
"YMR170C" "MATCH" "1" "ALD2" "S. cerevisiae" "ALdehyde Dehydrogenase" "1521" "YMR170C" "S000004780" "ORF"
"YBR002C" "MATCH" "1" "RER2" "S. cerevisiae" "Retention in the Endoplasmic Reticulum" "861" "YBR002C" "S000000206" "ORF"
"YOL151W" "MATCH" "1" "GRE2" "S. cerevisiae" "Genes de Respuesta a Estres (stress responsive genes)" "1029" "YOL151W" "S000005511" "ORF"
"YOL020W" "MATCH" "1" "TAT2" "S. cerevisiae" "Tryptophan Amino acid Transporter" "1779" "YOL020W" "S000005380" "ORF"
"YDR035W" "MATCH" "1" "ARO3" "S. cerevisiae" "AROmatic amino acid requiring" "1113" "YDR035W" "S000002442" "ORF"
"YIR027C" "MATCH" "1" "DAL1" "S. cerevisiae" "Degradation of Allantoin" "1383" "YIR027C" "S000001466" "ORF"
"YML100W" "MATCH" "1" "TSL1" "S. cerevisiae" "Trehalose Synthase Long chain" "3297" "YML100W" "S000004566" "ORF"
"YGL184C" "MATCH" "1" "STR3" "S. cerevisiae" "Sulfur TRansfer" "1398" "YGL184C" "S000003152" "ORF"
"YBR006W" "MATCH" "1" "UGA2" "S. cerevisiae" "Utilization of GAba" "1494" "YBR006W" "S000000210" "ORF"
"YNL071W" "MATCH" "1" "LAT1" "S. cerevisiae" "" "1449" "YNL071W" "S000005015" "ORF"
"YBR249C" "MATCH" "1" "ARO4" "S. cerevisiae" "AROmatic amino acid requiring" "1113" "YBR249C" "S000000453" "ORF"
"YJL052W" "MATCH" "1" "TDH1" "S. cerevisiae" "Triose-phosphate DeHydrogenase" "999" "YJL052W" "S000003588" "ORF"
"YOL068C" "MATCH" "1" "HST1" "S. cerevisiae" "Homolog of SIR Two (SIR2)" "1512" "YOL068C" "S000005429" "ORF"
"YMR062C" "MATCH" "1" "ARG7" "S. cerevisiae" "ARGinine requiring" "1326" "YMR062C" "S000004666" "ORF"
"YOR074C" "MATCH" "1" "CDC21" "S. cerevisiae" "Cell Division Cycle" "915" "YOR074C" "S000005600" "ORF"
"YER091C" "MATCH" "1" "MET6" "S. cerevisiae" "METhionine requiring" "2304" "YER091C" "S000000893" "ORF"
"YDL090C" "MATCH" "1" "RAM1" "S. cerevisiae" "RAS protein and A-factor Maturation" "1296" "YDL090C" "S000002248" "ORF"
"YPR156C" "MATCH" "1" "TPO3" "S. cerevisiae" "Transporter of POlyamines" "1869" "YPR156C" "S000006360" "ORF"
"YBR058C-A" "MATCH" "1" "TSC3" "S. cerevisiae" "Temperature-sensitive Suppressors of Csg2 mutants" "243" "YBR058C-A" "S000007521" "ORF"
"YBR117C" "MATCH" "1" "TKL2" "S. cerevisiae" "TransKetoLase" "2046" "YBR117C" "S000000321" "ORF"
"YPR047W" "MATCH" "1" "MSF1" "S. cerevisiae" "Mitochondrial aminoacyl-tRNA Synthetase, Phenylalanine (F)" "1410" "YPR047W" "S000006251" "ORF"
"YHR096C" "MATCH" "1" "HXT5" "S. cerevisiae" "HeXose Transporter" "1779" "YHR096C" "S000001138" "ORF"
"YEL063C" "MATCH" "1" "CAN1" "S. cerevisiae" "CANavanine resistance" "1773" "YEL063C" "S000000789" "ORF"
"YML123C" "MATCH" "1" "PHO84" "S. cerevisiae" "PHOsphate metabolism" "1764" "YML123C" "S000004592" "ORF"
"YMR281W" "MATCH" "1" "GPI12" "S. cerevisiae" "GlycosylPhosphatidylInositol anchor biosynthesis" "915" "YMR281W" "S000004894" "ORF"
"YKR058W" "MATCH" "1" "GLG1" "S. cerevisiae" "Glycogenin-Like Gene" "1851" "YKR058W" "S000001766" "ORF"
"YDR037W" "MATCH" "1" "KRS1" "S. cerevisiae" "Lysyl (K) tRNA Synthetase" "1776" "YDR037W" "S000002444" "ORF"
"YPR001W" "MATCH" "1" "CIT3" "S. cerevisiae" "CITrate synthase" "1461" "YPR001W" "S000006205" "ORF"
